person_id,person_name,surname,unique_attribute,sex,tribe,person_notes,name_instance,person_sequence,description
Elisha_1,Elisha,,anointed prophet in Elijah's place (1KI 19:16),male,,"In this dataset, Elisha is described as anointed prophet in Elijah's place (1KI 19:16). Recorded as male.",1,883,"In this dataset, Elisha is described as anointed prophet in Elijah's place (1KI 19:16). Recorded as male."
Shaphat_2,Shaphat,,father of Elisha the prophet (1KI 19:16),male,,"In this dataset, Shaphat is described as father of Elisha the prophet (1KI 19:16). Recorded as male.",2,884,"In this dataset, Shaphat is described as father of Elisha the prophet (1KI 19:16). Recorded as male."
Naboth_1,Naboth,,the Jezreelite whose vineyard Ahab took (1KI 21:1),male,,"In this dataset, Naboth is described as the Jezreelite whose vineyard Ahab took (1KI 21:1). Recorded as male.",1,885,"In this dataset, Naboth is described as the Jezreelite whose vineyard Ahab took (1KI 21:1). Recorded as male."
Micaiah_1,Micaiah,,"prophet (1KI 22:8, 2CH 18:7)",male,,"In this dataset, Micaiah is described as prophet (1KI 22:8, 2CH 18:7). Recorded as male.",1,886,"In this dataset, Micaiah is described as prophet (1KI 22:8, 2CH 18:7). Recorded as male."
Imlah_1,Imlah,,father of Micaiah (1KI 22:8),male,,"In this dataset, Imlah is described as father of Micaiah (1KI 22:8). Recorded as male.",1,887,"In this dataset, Imlah is described as father of Micaiah (1KI 22:8). Recorded as male."
Zedekiah_1,Zedekiah,,"made horns of iron (1KI 22:11, 2CH 18:10)",male,,"In this dataset, Zedekiah is described as made horns of iron (1KI 22:11, 2CH 18:10). Recorded as male.",1,888,"In this dataset, Zedekiah is described as made horns of iron (1KI 22:11, 2CH 18:10). Recorded as male."
Chenaanah_1,Chenaanah,,"father of Zedekiah (1KI 22:11, 2CH 18:10)",male,,"In this dataset, Chenaanah is described as father of Zedekiah (1KI 22:11, 2CH 18:10). Recorded as male.",1,889,"In this dataset, Chenaanah is described as father of Zedekiah (1KI 22:11, 2CH 18:10). Recorded as male."
Amon_1,Amon,,"the governor of Samaria (1KI 22:26, 2CH 18:25)",male,,"In this dataset, Amon is described as the governor of Samaria (1KI 22:26, 2CH 18:25). Recorded as male.",1,890,"In this dataset, Amon is described as the governor of Samaria (1KI 22:26, 2CH 18:25). Recorded as male."
Joash_2,Joash,,"King Ahab's son (1KI 22:26, 2CH 18:25)",male,,"In this dataset, Joash is described as King Ahab's son (1KI 22:26, 2CH 18:25). Recorded as male.",2,891,"In this dataset, Joash is described as King Ahab's son (1KI 22:26, 2CH 18:25). Recorded as male."
Ahaziah_1,Ahaziah,,King of Israel and son of Ahab (1KI 22:40),male,,"In this dataset, Ahaziah is described as King of Israel and son of Ahab (1KI 22:40). Recorded as male.",1,892,"In this dataset, Ahaziah is described as King of Israel and son of Ahab (1KI 22:40). Recorded as male."
Azubah_1,Azubah,,mother of King Jehoshaphat (1KI 22:42),female,,"In this dataset, Azubah is described as mother of King Jehoshaphat (1KI 22:42). Recorded as female.",1,893,"In this dataset, Azubah is described as mother of King Jehoshaphat (1KI 22:42). Recorded as female."
Shilhi_1,Shilhi,,father of Azubah (1KI 22:42),male,,"In this dataset, Shilhi is described as father of Azubah (1KI 22:42). Recorded as male.",1,894,"In this dataset, Shilhi is described as father of Azubah (1KI 22:42). Recorded as male."
Jehoram_1,Jehoram,,King of Judah and son of Jehoshaphat (1KI 22:50),male,Judah,"In this dataset, Jehoram is described as King of Judah and son of Jehoshaphat (1KI 22:50). Recorded as male; listed with tribe: Judah.",1,895,"In this dataset, Jehoram is described as King of Judah and son of Jehoshaphat (1KI 22:50). Recorded as male; listed with tribe: Judah."
Jehoram_2,Jehoram,,King of Israel (2KI 1:17) and son of Ahab (2KI 3:1),male,,"In this dataset, Jehoram is described as King of Israel (2KI 1:17) and son of Ahab (2KI 3:1). Recorded as male.",2,896,"In this dataset, Jehoram is described as King of Israel (2KI 1:17) and son of Ahab (2KI 3:1). Recorded as male."
Mesha_1,Mesha,,King of Moab (2KI 3:4),male,,"In this dataset, Mesha is described as King of Moab (2KI 3:4). Recorded as male.",1,897,"In this dataset, Mesha is described as King of Moab (2KI 3:4). Recorded as male."
King of Edom_2,King of Edom,,fought with Israel and Judah against Moab (2KI 3:9),male,,"In this dataset, King of Edom is described as fought with Israel and Judah against Moab (2KI 3:9). Recorded as male.",2,898,"In this dataset, King of Edom is described as fought with Israel and Judah against Moab (2KI 3:9). Recorded as male."
Gehazi_1,Gehazi,,servant of Elisha (2KI 4:12) who became leprous (2KI 5:27),male,,"In this dataset, Gehazi is described as servant of Elisha (2KI 4:12) who became leprous (2KI 5:27). Recorded as male.",1,899,"In this dataset, Gehazi is described as servant of Elisha (2KI 4:12) who became leprous (2KI 5:27). Recorded as male."
Naaman_2,Naaman,,captain of the army of the king of Aram (2KI 5:1),male,,"In this dataset, Naaman is described as captain of the army of the king of Aram (2KI 5:1). Recorded as male.",2,900,"In this dataset, Naaman is described as captain of the army of the king of Aram (2KI 5:1). Recorded as male."
Ahaziah_2,Ahaziah,,"King of Judah, youngest (2CH 21:17) son of Jehoram (2KI 8:24) son of Jehoshapat",male,Judah,"In this dataset, Ahaziah is described as King of Judah, youngest (2CH 21:17) son of Jehoram (2KI 8:24) son of Jehoshapat. Recorded as male; listed with tribe: Judah.",2,901,"In this dataset, Ahaziah is described as King of Judah, youngest (2CH 21:17) son of Jehoram (2KI 8:24) son of Jehoshapat. Recorded as male; listed with tribe: Judah."
Athaliah_1,Athaliah,,"daughter of Ahab and grandaughter of Omri (2KI 8:26, 2CH 22:2))",female,,"In this dataset, Athaliah is described as daughter of Ahab and grandaughter of Omri (2KI 8:26, 2CH 22:2)). Recorded as female.",1,902,"In this dataset, Athaliah is described as daughter of Ahab and grandaughter of Omri (2KI 8:26, 2CH 22:2)). Recorded as female."
Jehoshaphat_4,Jehoshaphat,,"son of Nimshi, father of Jehu (2KI 9:2)",male,,"In this dataset, Jehoshaphat is described as son of Nimshi, father of Jehu (2KI 9:2). Recorded as male.",4,903,"In this dataset, Jehoshaphat is described as son of Nimshi, father of Jehu (2KI 9:2). Recorded as male."
Bidkar_1,Bidkar,,officer of Jehu's army (2KI 9:25),male,,"In this dataset, Bidkar is described as officer of Jehu's army (2KI 9:25). Recorded as male.",1,904,"In this dataset, Bidkar is described as officer of Jehu's army (2KI 9:25). Recorded as male."
Jehonadab_1,Jehonadab,,son of Rechab (2KI 10:15),male,,"In this dataset, Jehonadab is described as son of Rechab (2KI 10:15). Recorded as male.",1,905,"In this dataset, Jehonadab is described as son of Rechab (2KI 10:15). Recorded as male."
Rechab_2,Rechab,,"father of Jehonadab (2KI 10:15), a Kenite (1CH 2:55)",male,,"In this dataset, Rechab is described as father of Jehonadab (2KI 10:15), a Kenite (1CH 2:55). Recorded as male.",2,906,"In this dataset, Rechab is described as father of Jehonadab (2KI 10:15), a Kenite (1CH 2:55). Recorded as male."
Jehoahaz_1,Jehoahaz,,"King of Israel, son of Jehu (2KI 10:35)",male,,"In this dataset, Jehoahaz is described as King of Israel, son of Jehu (2KI 10:35). Recorded as male.",1,907,"In this dataset, Jehoahaz is described as King of Israel, son of Jehu (2KI 10:35). Recorded as male."
Jehosheba_1,Jehosheba,,"daughter of King Joram [of Judah], sister of Ahaziah (2KI 11:2)",female,,"In this dataset, Jehosheba is described as daughter of King Joram [of Judah], sister of Ahaziah (2KI 11:2). Recorded as female.",1,908,"In this dataset, Jehosheba is described as daughter of King Joram [of Judah], sister of Ahaziah (2KI 11:2). Recorded as female."
Joash_3,Joash,,"King of Judah (2KI 11:21), son of Ahaziah (2KI 11:2)",male,Judah,"In this dataset, Joash is described as King of Judah (2KI 11:21), son of Ahaziah (2KI 11:2). Recorded as male; listed with tribe: Judah.",3,909,"In this dataset, Joash is described as King of Judah (2KI 11:21), son of Ahaziah (2KI 11:2). Recorded as male; listed with tribe: Judah."
Jehoiada_2,Jehoiada,,the priest (2KI 11:9) who protected Joash in his youth (2KI 11:4),male,Levi,"In this dataset, Jehoiada is described as the priest (2KI 11:9) who protected Joash in his youth (2KI 11:4). Recorded as male; listed with tribe: Levi.",2,910,"In this dataset, Jehoiada is described as the priest (2KI 11:9) who protected Joash in his youth (2KI 11:4). Recorded as male; listed with tribe: Levi."
Mattan_1,Mattan,,"priest of Baal (2KI 11:18, 2CH 23:17)",male,,"In this dataset, Mattan is described as priest of Baal (2KI 11:18, 2CH 23:17). Recorded as male.",1,911,"In this dataset, Mattan is described as priest of Baal (2KI 11:18, 2CH 23:17). Recorded as male."
Zibiah_1,Zibiah,,"of Beersheba, mother of King Jehoash (2KI 12:1, 2CH 24:1) ['Joash' in 2KI 11:2]",male,,"In this dataset, Zibiah is described as of Beersheba, mother of King Jehoash (2KI 12:1, 2CH 24:1) ['Joash' in 2KI 11:2]. Recorded as male.",1,912,"In this dataset, Zibiah is described as of Beersheba, mother of King Jehoash (2KI 12:1, 2CH 24:1) ['Joash' in 2KI 11:2]. Recorded as male."
Jozacar_1,Jozacar,,killed King Joash (2KI 12:21),male,,"In this dataset, Jozacar is described as killed King Joash (2KI 12:21). Recorded as male.",1,913,"In this dataset, Jozacar is described as killed King Joash (2KI 12:21). Recorded as male."
Shimeath_1,Shimeath,,mother of Jozacar (2KI 12:21) an Ammonitess (2CH 24:26),female,Ammonite,"In this dataset, Shimeath is described as mother of Jozacar (2KI 12:21) an Ammonitess (2CH 24:26). Recorded as female; listed with tribe: Ammonite.",1,914,"In this dataset, Shimeath is described as mother of Jozacar (2KI 12:21) an Ammonitess (2CH 24:26). Recorded as female; listed with tribe: Ammonite."
Jehozabad_1,Jehozabad,,killed King Joash (2KI 12:21),male,,"In this dataset, Jehozabad is described as killed King Joash (2KI 12:21). Recorded as male.",1,915,"In this dataset, Jehozabad is described as killed King Joash (2KI 12:21). Recorded as male."
Shomer_1,Shomer,,"mother of Jehozabad (2KI 12:21), a Moabitess (2CH 24:26)",female,,"In this dataset, Shomer is described as mother of Jehozabad (2KI 12:21), a Moabitess (2CH 24:26). Recorded as female.",1,916,"In this dataset, Shomer is described as mother of Jehozabad (2KI 12:21), a Moabitess (2CH 24:26). Recorded as female."
Amaziah_1,Amaziah,,"King of Judah, son of Joash (2KI 12:21)",male,Judah,"In this dataset, Amaziah is described as King of Judah, son of Joash (2KI 12:21). Recorded as male; listed with tribe: Judah.",1,917,"In this dataset, Amaziah is described as King of Judah, son of Joash (2KI 12:21). Recorded as male; listed with tribe: Judah."
Ben-hadad_2,Ben-hadad,,"King of Aram, son of Hazael (2KI 13:3)",male,,"In this dataset, Ben-hadad is described as King of Aram, son of Hazael (2KI 13:3). Recorded as male.",2,918,"In this dataset, Ben-hadad is described as King of Aram, son of Hazael (2KI 13:3). Recorded as male."
Joash_4,Joash,,"King of Israel, son of Jehoahaz (2KI 13:9)",male,,"In this dataset, Joash is described as King of Israel, son of Jehoahaz (2KI 13:9). Recorded as male.",4,919,"In this dataset, Joash is described as King of Israel, son of Jehoahaz (2KI 13:9). Recorded as male."
Jeroboam_2,Jeroboam,,"King of Israel (2KI 13:13), son of Joash [Jehoash] (2KI 14:16)",male,,"In this dataset, Jeroboam is described as King of Israel (2KI 13:13), son of Joash [Jehoash] (2KI 14:16). Recorded as male.",2,920,"In this dataset, Jeroboam is described as King of Israel (2KI 13:13), son of Joash [Jehoash] (2KI 14:16). Recorded as male."
Jehoaddin_1,Jehoaddin,,"of Jerusalem, mother of Amaziah (2KI 14:2)",female,,"In this dataset, Jehoaddin is described as of Jerusalem, mother of Amaziah (2KI 14:2). Recorded as female.",1,921,"In this dataset, Jehoaddin is described as of Jerusalem, mother of Amaziah (2KI 14:2). Recorded as female."
Azariah_3,Azariah,,"[Uzziah] King of Judah, son of Amaziah (2KI 14:21)",male,Judah,"In this dataset, Azariah is described as [Uzziah] King of Judah, son of Amaziah (2KI 14:21). Recorded as male; listed with tribe: Judah.",3,922,"In this dataset, Azariah is described as [Uzziah] King of Judah, son of Amaziah (2KI 14:21). Recorded as male; listed with tribe: Judah."
Jonah_1,Jonah,,"the prophet, son of Amittai, from Gath-hepher (2KI 14:25)",male,,"In this dataset, Jonah is described as the prophet, son of Amittai, from Gath-hepher (2KI 14:25). Recorded as male.",1,923,"In this dataset, Jonah is described as the prophet, son of Amittai, from Gath-hepher (2KI 14:25). Recorded as male."
Amittai_1,Amittai,,"father of Jonah, the prophet (2KI 14:25)",male,,"In this dataset, Amittai is described as father of Jonah, the prophet (2KI 14:25). Recorded as male.",1,924,"In this dataset, Amittai is described as father of Jonah, the prophet (2KI 14:25). Recorded as male."
Zechariah_1,Zechariah,,"King of Israel, son of Jeroboam (2KI 14:29)",male,,"In this dataset, Zechariah is described as King of Israel, son of Jeroboam (2KI 14:29). Recorded as male.",1,925,"In this dataset, Zechariah is described as King of Israel, son of Jeroboam (2KI 14:29). Recorded as male."
Jecoliah_1,Jecoliah,,mother of Azariah (2KI 15:2),female,,"In this dataset, Jecoliah is described as mother of Azariah (2KI 15:2). Recorded as female.",1,926,"In this dataset, Jecoliah is described as mother of Azariah (2KI 15:2). Recorded as female."
Jotham_2,Jotham,,"King of Judah, son of King Uzziah [Azariah_3] (2KI 15:30)",male,Judah,"In this dataset, Jotham is described as King of Judah, son of King Uzziah [Azariah_3] (2KI 15:30). Recorded as male; listed with tribe: Judah.",2,927,"In this dataset, Jotham is described as King of Judah, son of King Uzziah [Azariah_3] (2KI 15:30). Recorded as male; listed with tribe: Judah."
Shallum_1,Shallum,,conspired against King Zechariah and became king of Israel in his place (2KI 15:10),male,,"In this dataset, Shallum is described as conspired against King Zechariah and became king of Israel in his place (2KI 15:10). Recorded as male.",1,928,"In this dataset, Shallum is described as conspired against King Zechariah and became king of Israel in his place (2KI 15:10). Recorded as male."
Jabesh_1,Jabesh,,father of Shallum (2KI 15:10),male,,"In this dataset, Jabesh is described as father of Shallum (2KI 15:10). Recorded as male.",1,929,"In this dataset, Jabesh is described as father of Shallum (2KI 15:10). Recorded as male."
Menachem_1,Menachem,,King of Israel (2KI 15:14),male,,"In this dataset, Menachem is described as King of Israel (2KI 15:14). Recorded as male.",1,930,"In this dataset, Menachem is described as King of Israel (2KI 15:14). Recorded as male."
Gadi_1,Gadi,,father of Menachem (2KI 15:14),male,,"In this dataset, Gadi is described as father of Menachem (2KI 15:14). Recorded as male.",1,931,"In this dataset, Gadi is described as father of Menachem (2KI 15:14). Recorded as male."
Pul_1,Pul,,King of Assyria (2KI 15:19),male,,"In this dataset, Pul is described as King of Assyria (2KI 15:19). Recorded as male.",1,932,"In this dataset, Pul is described as King of Assyria (2KI 15:19). Recorded as male."
Pekahiah_1,Pekahiah,,son of Menachem and King of Israel (2KI 15:22),male,,"In this dataset, Pekahiah is described as son of Menachem and King of Israel (2KI 15:22). Recorded as male.",1,933,"In this dataset, Pekahiah is described as son of Menachem and King of Israel (2KI 15:22). Recorded as male."
Pekah_1,Pekah,,son of Remaliah who killed King Pekahiah and became King of Israel in his place (2KI 15:25),male,,"In this dataset, Pekah is described as son of Remaliah who killed King Pekahiah and became King of Israel in his place (2KI 15:25). Recorded as male.",1,934,"In this dataset, Pekah is described as son of Remaliah who killed King Pekahiah and became King of Israel in his place (2KI 15:25). Recorded as male."
Remaliah_1,Remaliah,,father of Pekah (2KI 15:25),male,,"In this dataset, Remaliah is described as father of Pekah (2KI 15:25). Recorded as male.",1,935,"In this dataset, Remaliah is described as father of Pekah (2KI 15:25). Recorded as male."
